longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n
-73.95137,2.0,61.0,7.0,285.0,15.0,0.0
-73.96315,7.0,0.0,1.0,0.0,8.0,1.0
-73.99751,2.0,0.0,1.0,0.0,7.0,0.0
-73.9188,2.0,47.0,1.0,134.0,6.0,0.0
-73.94661,3.0,3.0,1.0,227.0,6.0,1.0
-74.00191,4.0,51.0,1.0,172.0,52.0,1.0
-73.95611,3.0,12.0,3.0,75.0,22.0,0.0
-73.98338,3.0,5.0,1.0,9.0,19.0,0.0
-73.91295,28.0,3.0,1.0,66.0,21.0,1.0
-73.94174,1.0,1.0,2.0,73.0,2.0,0.0
-73.98682,1.0,7.0,1.0,0.0,23.0,0.0
-73.86632,1.0,102.0,3.0,362.0,83.0,0.0
-73.97004,2.0,3.0,1.0,0.0,1.0,1.0
-73.98623,1.0,41.0,1.0,3.0,71.0,0.0
-73.99031,2.0,14.0,1.0,0.0,19.0,0.0
-73.9609,6.0,4.0,1.0,7.0,3.0,1.0
-73.97252,2.0,0.0,1.0,0.0,1.0,1.0
-73.94162,1.0,4.0,2.0,8.0,12.0,0.0
-73.95016,2.0,34.0,1.0,0.0,28.0,1.0
-73.98014,5.0,11.0,1.0,0.0,26.0,0.0
-73.93699,1.0,5.0,1.0,0.0,6.0,0.0
-73.89666,7.0,0.0,1.0,71.0,177.0,1.0
-73.99656,30.0,0.0,1.0,179.0,36.0,0.0
-73.96465,30.0,0.0,1.0,0.0,12.0,1.0
-73.95223,30.0,3.0,1.0,327.0,2.0,1.0
-73.9873,2.0,58.0,1.0,124.0,7.0,1.0
-73.94547,13.0,22.0,3.0,267.0,54.0,0.0
-73.95211,5.0,0.0,1.0,0.0,6.0,1.0
-73.99815,2.0,65.0,1.0,12.0,53.0,0.0
-73.85018,5.0,5.0,5.0,365.0,157.0,0.0
-73.98965,1.0,394.0,1.0,237.0,7.0,0.0
-73.98454,5.0,4.0,1.0,0.0,113.0,1.0
-73.99335,3.0,1.0,1.0,0.0,64.0,0.0
-73.94835,5.0,0.0,1.0,0.0,2.0,2.0
-73.95024,1.0,25.0,1.0,5.0,54.0,0.0
-73.95564,4.0,1.0,1.0,15.0,15.0,0.0
-73.92503,2.0,5.0,1.0,15.0,21.0,0.0
-74.00429,30.0,11.0,1.0,275.0,14.0,1.0
-73.95171,3.0,7.0,1.0,2.0,12.0,0.0
-74.00186,2.0,11.0,1.0,0.0,11.0,1.0
-73.94858,2.0,4.0,1.0,0.0,28.0,1.0
-73.9912,30.0,2.0,9.0,302.0,23.0,1.0
-74.00546,2.0,3.0,1.0,67.0,11.0,1.0
-73.95432,1.0,0.0,1.0,0.0,15.0,1.0
-74.00172,2.0,4.0,2.0,8.0,11.0,1.0
-73.95461,1.0,239.0,2.0,287.0,28.0,0.0
-73.93577,3.0,26.0,1.0,0.0,12.0,1.0
-74.01234,12.0,4.0,1.0,0.0,43.0,1.0
-73.98657,4.0,0.0,1.0,148.0,68.0,1.0
-73.91667,1.0,9.0,4.0,66.0,21.0,0.0
-73.97713,30.0,1.0,50.0,364.0,5.0,1.0
-73.93463,1.0,9.0,3.0,21.0,6.0,1.0
-73.91666,4.0,107.0,2.0,335.0,56.0,0.0
-73.98875,3.0,1.0,1.0,0.0,7.0,0.0
-73.94741,4.0,0.0,1.0,0.0,4.0,1.0
-73.93521,1.0,201.0,1.0,293.0,21.0,1.0
-73.95602,1.0,3.0,1.0,0.0,12.0,1.0
-73.92129,2.0,1.0,1.0,97.0,6.0,0.0
-73.98125,3.0,5.0,1.0,64.0,26.0,1.0
-73.98083,1.0,0.0,8.0,0.0,1.0,1.0
-73.8956,30.0,2.0,23.0,204.0,44.0,0.0
-73.92136,3.0,4.0,1.0,326.0,39.0,1.0
-73.9975,7.0,5.0,1.0,0.0,53.0,0.0
-73.94826,1.0,47.0,2.0,151.0,15.0,0.0
-73.96064,30.0,1.0,32.0,341.0,8.0,0.0
-73.73316,1.0,76.0,1.0,65.0,183.0,1.0
-73.94317,3.0,38.0,2.0,78.0,54.0,1.0
-73.94329,2.0,1.0,1.0,51.0,30.0,0.0
-74.00167,3.0,1.0,1.0,12.0,11.0,1.0
-73.98905,2.0,5.0,1.0,149.0,19.0,0.0
-73.91888,2.0,62.0,1.0,16.0,21.0,0.0
-73.91635,1.0,1.0,1.0,5.0,6.0,0.0
-73.95515,90.0,31.0,1.0,88.0,51.0,1.0
-74.00549,3.0,30.0,2.0,18.0,11.0,1.0
-73.98204,2.0,18.0,2.0,0.0,10.0,0.0
-74.00688,30.0,0.0,121.0,365.0,43.0,1.0
-73.97277,30.0,0.0,23.0,358.0,5.0,1.0
-73.96891,4.0,0.0,1.0,5.0,0.0,1.0
-73.92008,25.0,3.0,1.0,36.0,21.0,0.0
-73.95127,1.0,1.0,1.0,90.0,2.0,2.0
-73.96031,30.0,0.0,33.0,334.0,28.0,1.0
-73.81042,7.0,0.0,1.0,58.0,62.0,1.0
-73.90761,2.0,88.0,1.0,349.0,100.0,1.0
-73.91193,1.0,7.0,5.0,326.0,56.0,1.0
-73.94815,3.0,5.0,1.0,301.0,6.0,0.0
-74.01133,2.0,124.0,1.0,275.0,123.0,1.0
-73.9146,1.0,150.0,2.0,179.0,56.0,0.0
-73.99078,1.0,5.0,1.0,173.0,7.0,1.0
-73.96006,9.0,2.0,1.0,0.0,6.0,0.0
-73.97087,21.0,1.0,1.0,0.0,8.0,1.0
-73.98127,3.0,23.0,1.0,237.0,8.0,1.0
-73.98355,30.0,0.0,8.0,283.0,8.0,1.0
-73.95009,1.0,2.0,1.0,0.0,24.0,0.0
-73.9387,1.0,0.0,1.0,0.0,4.0,1.0
-73.91078,1.0,79.0,1.0,173.0,21.0,1.0
-73.92202,1.0,142.0,3.0,329.0,21.0,0.0
-73.93578,1.0,1.0,1.0,0.0,21.0,0.0
-73.99072,1.0,8.0,1.0,0.0,7.0,2.0
-73.97698,3.0,7.0,1.0,80.0,19.0,1.0
-73.92888,1.0,0.0,1.0,179.0,30.0,0.0
-73.97383,3.0,94.0,2.0,69.0,0.0,1.0
-73.9195,4.0,3.0,1.0,9.0,6.0,1.0
-73.92192,2.0,104.0,3.0,362.0,147.0,0.0
-73.9727,3.0,11.0,3.0,3.0,1.0,1.0
-73.99192,1.0,9.0,1.0,88.0,7.0,1.0
-73.75041,3.0,11.0,2.0,355.0,85.0,1.0
-73.78158,1.0,6.0,2.0,358.0,120.0,0.0
-73.94791,1.0,19.0,1.0,0.0,2.0,0.0
-73.95634,1.0,0.0,1.0,0.0,6.0,0.0
-73.9614,1.0,4.0,1.0,50.0,12.0,1.0
-73.95161,10.0,1.0,1.0,365.0,6.0,0.0
-73.94004,30.0,0.0,2.0,365.0,4.0,0.0
-73.94249,7.0,0.0,1.0,178.0,2.0,1.0
-73.92034,4.0,0.0,1.0,69.0,39.0,0.0
-73.95771,1.0,28.0,1.0,0.0,2.0,1.0
-73.93912,4.0,111.0,1.0,99.0,4.0,1.0
-73.95716,3.0,0.0,4.0,4.0,20.0,0.0
-73.94506,1.0,325.0,1.0,108.0,4.0,0.0
-73.9024,2.0,24.0,2.0,365.0,59.0,0.0
-73.95562,1.0,0.0,1.0,0.0,15.0,0.0
-73.94177,15.0,21.0,1.0,360.0,15.0,0.0
-73.94764,2.0,169.0,1.0,38.0,4.0,0.0
-73.90715,3.0,17.0,1.0,11.0,49.0,1.0
-73.96542,2.0,7.0,1.0,0.0,3.0,1.0
-73.95189,4.0,26.0,1.0,188.0,28.0,1.0
-73.96649,6.0,1.0,1.0,0.0,45.0,1.0
-73.95561,1.0,2.0,2.0,0.0,15.0,0.0
-73.92972,3.0,1.0,1.0,0.0,21.0,0.0
-73.96154,2.0,97.0,1.0,68.0,3.0,1.0
-73.98472,2.0,36.0,3.0,5.0,23.0,0.0
-73.98335,1.0,9.0,1.0,0.0,10.0,1.0
-73.97154,3.0,78.0,1.0,246.0,8.0,0.0
-73.9555,1.0,0.0,1.0,0.0,28.0,2.0
-73.93928,2.0,1.0,1.0,343.0,15.0,1.0
-73.98393,30.0,27.0,1.0,197.0,68.0,1.0
-73.98409,3.0,38.0,1.0,9.0,7.0,1.0
-74.00141,27.0,4.0,1.0,153.0,52.0,1.0
-73.9603,2.0,23.0,1.0,0.0,12.0,0.0
-73.87762,29.0,2.0,5.0,32.0,81.0,0.0
-73.97967,2.0,23.0,1.0,365.0,16.0,0.0
-73.91563,2.0,0.0,2.0,0.0,39.0,1.0
-73.98038,2.0,0.0,1.0,365.0,26.0,0.0
-73.93192,1.0,8.0,1.0,0.0,6.0,0.0
-73.98406,2.0,69.0,1.0,291.0,19.0,1.0
-73.98126,30.0,40.0,1.0,146.0,26.0,1.0
-73.98584,5.0,3.0,1.0,0.0,19.0,1.0
-73.99483,30.0,0.0,232.0,283.0,14.0,1.0
-73.9784,30.0,54.0,4.0,227.0,26.0,1.0
-73.91518,1.0,57.0,1.0,253.0,39.0,0.0
-74.00433,3.0,3.0,1.0,0.0,14.0,1.0
-73.91071,2.0,81.0,1.0,27.0,49.0,1.0
-73.97102,2.0,70.0,1.0,90.0,22.0,0.0
-73.95213,1.0,0.0,1.0,178.0,6.0,0.0
-73.91373,1.0,72.0,2.0,29.0,126.0,0.0
-74.02885,4.0,4.0,3.0,324.0,75.0,1.0
-73.81477,3.0,88.0,10.0,358.0,37.0,0.0
-73.96499,1.0,17.0,1.0,31.0,45.0,0.0
-73.97586,30.0,23.0,8.0,89.0,8.0,1.0
-73.9884,1.0,112.0,1.0,0.0,7.0,0.0
-73.79186,1.0,15.0,3.0,164.0,46.0,0.0
-73.93836,2.0,31.0,2.0,20.0,12.0,0.0
-73.98335,5.0,0.0,1.0,0.0,38.0,1.0
-74.00828,3.0,5.0,1.0,0.0,11.0,1.0
-73.93246,14.0,10.0,1.0,249.0,12.0,1.0
-74.0846,1.0,105.0,1.0,258.0,41.0,1.0
-73.95819,3.0,3.0,2.0,97.0,12.0,0.0
-73.93429,5.0,11.0,1.0,340.0,6.0,0.0
-74.0035,5.0,0.0,1.0,0.0,79.0,1.0
-73.77472,1.0,8.0,5.0,359.0,85.0,0.0
-73.96096,30.0,0.0,32.0,342.0,8.0,0.0
-73.97709,4.0,0.0,1.0,199.0,16.0,1.0
-73.97186,6.0,1.0,1.0,149.0,1.0,1.0
-73.94179,3.0,24.0,1.0,6.0,15.0,0.0
-73.916,3.0,20.0,2.0,258.0,21.0,1.0
-73.96037,3.0,2.0,3.0,0.0,12.0,0.0
-73.91502,1.0,1.0,1.0,0.0,39.0,1.0
-73.96043,2.0,3.0,2.0,0.0,8.0,0.0
-73.94143,3.0,70.0,3.0,255.0,4.0,1.0
-73.99034,3.0,33.0,2.0,0.0,7.0,1.0
-73.96763,30.0,1.0,4.0,216.0,8.0,0.0
-73.94995,28.0,0.0,1.0,274.0,12.0,1.0
-73.99734,1.0,5.0,1.0,77.0,36.0,1.0
-73.97865,6.0,31.0,3.0,196.0,19.0,2.0
-73.96048,3.0,22.0,1.0,363.0,3.0,1.0
-73.9472,2.0,6.0,1.0,359.0,6.0,1.0
-73.94718,5.0,3.0,1.0,0.0,4.0,1.0
-73.9104,3.0,2.0,2.0,365.0,6.0,0.0
-73.95835,30.0,8.0,16.0,332.0,28.0,1.0
-73.99433,15.0,0.0,2.0,0.0,9.0,0.0
-73.98149,2.0,1.0,1.0,0.0,132.0,0.0
-73.98482,3.0,71.0,3.0,200.0,16.0,1.0
-74.00205,2.0,1.0,5.0,56.0,11.0,1.0
-73.95166,2.0,48.0,1.0,328.0,15.0,0.0
-73.85751,3.0,0.0,1.0,81.0,133.0,0.0
-73.98389,7.0,1.0,1.0,0.0,19.0,1.0
-73.969,2.0,3.0,3.0,70.0,8.0,1.0
-73.96091,5.0,2.0,1.0,0.0,15.0,0.0
-74.00867,7.0,0.0,1.0,190.0,79.0,0.0
-73.99206,4.0,65.0,1.0,254.0,32.0,1.0
-73.99112,3.0,39.0,1.0,19.0,9.0,1.0
-73.93384,3.0,30.0,3.0,0.0,6.0,0.0
-73.99447,3.0,11.0,1.0,106.0,14.0,0.0
-74.00974,30.0,0.0,6.0,317.0,43.0,1.0
-74.00444,4.0,0.0,1.0,42.0,27.0,0.0
-73.94443,3.0,96.0,2.0,0.0,12.0,1.0
-73.91294,1.0,0.0,1.0,0.0,56.0,0.0
-73.98273,30.0,4.0,11.0,282.0,10.0,1.0
-73.96577,1.0,136.0,1.0,248.0,1.0,1.0
-73.99333,30.0,1.0,2.0,236.0,14.0,1.0
-73.95641,2.0,0.0,1.0,0.0,6.0,0.0
-74.0013,2.0,1.0,1.0,77.0,14.0,1.0
-74.00497,2.0,0.0,1.0,270.0,11.0,1.0
-73.91225,2.0,251.0,2.0,317.0,31.0,0.0
-73.89502,30.0,0.0,23.0,220.0,44.0,0.0
-73.88409,5.0,1.0,1.0,38.0,83.0,1.0
-73.954,1.0,1.0,1.0,0.0,2.0,1.0
-73.94937,2.0,0.0,1.0,0.0,6.0,0.0
-73.97948,1.0,39.0,4.0,0.0,19.0,0.0
-73.97704,4.0,2.0,1.0,0.0,8.0,1.0
-73.95967,5.0,0.0,1.0,0.0,28.0,1.0
-73.99037,3.0,36.0,1.0,36.0,19.0,1.0
-73.93779,2.0,249.0,2.0,132.0,2.0,0.0
-73.9454,2.0,19.0,3.0,359.0,6.0,0.0
-73.97996,30.0,0.0,49.0,364.0,26.0,1.0
-73.96374,2.0,105.0,1.0,304.0,3.0,0.0
-73.99047,2.0,8.0,3.0,365.0,10.0,1.0
-74.00004,2.0,98.0,2.0,33.0,14.0,1.0
-73.93822,3.0,37.0,1.0,28.0,30.0,1.0
-73.98634,3.0,72.0,1.0,25.0,68.0,1.0
-73.95451,3.0,26.0,1.0,93.0,6.0,1.0
-73.98866,1.0,1.0,1.0,0.0,19.0,1.0
-73.92905,1.0,44.0,2.0,279.0,54.0,1.0
-73.98895,3.0,0.0,1.0,21.0,23.0,0.0
-73.98922,1.0,12.0,1.0,85.0,19.0,0.0
-73.99616,30.0,10.0,1.0,365.0,52.0,1.0
-73.97308,3.0,5.0,1.0,0.0,8.0,0.0
-73.94708,1.0,1.0,1.0,87.0,2.0,0.0
-73.81865,1.0,92.0,6.0,362.0,37.0,0.0
-73.96466,3.0,7.0,1.0,0.0,29.0,1.0
-73.9842,7.0,0.0,1.0,332.0,68.0,0.0
-73.91991,5.0,61.0,1.0,1.0,18.0,1.0
-73.98539,1.0,1.0,1.0,72.0,34.0,0.0
-73.90604,20.0,0.0,3.0,0.0,49.0,0.0
-74.01616,1.0,2.0,1.0,0.0,43.0,1.0
-73.99923,1.0,198.0,1.0,269.0,14.0,1.0
-73.98739,30.0,1.0,1.0,91.0,38.0,1.0
-73.95973,2.0,26.0,2.0,0.0,20.0,0.0
-73.87238,1.0,7.0,5.0,73.0,103.0,0.0
-73.94077,1.0,14.0,1.0,0.0,2.0,0.0
-73.96102,1.0,3.0,3.0,348.0,22.0,0.0
-73.9664,30.0,4.0,96.0,283.0,8.0,1.0
-73.95279,5.0,0.0,1.0,0.0,2.0,0.0
-73.92662,10.0,4.0,1.0,0.0,25.0,1.0
-73.90219,4.0,0.0,3.0,0.0,126.0,0.0
-73.96746,3.0,0.0,1.0,0.0,1.0,1.0
-73.92232,3.0,4.0,3.0,179.0,18.0,0.0
-73.94886,7.0,2.0,1.0,0.0,20.0,1.0
-73.94519,2.0,102.0,3.0,101.0,2.0,1.0
-73.97801,1.0,6.0,1.0,62.0,8.0,1.0
-73.99055,1.0,5.0,1.0,0.0,113.0,0.0
-74.12557,1.0,6.0,1.0,316.0,172.0,1.0
-73.98021,3.0,25.0,2.0,89.0,19.0,0.0
-73.95511,3.0,0.0,1.0,0.0,20.0,0.0
-73.99139,7.0,20.0,1.0,23.0,7.0,1.0
-73.99811,1.0,180.0,1.0,229.0,53.0,1.0
-73.98946,14.0,177.0,2.0,221.0,23.0,1.0
-73.99107,1.0,18.0,4.0,249.0,7.0,0.0
-73.91443,1.0,119.0,1.0,61.0,100.0,1.0
-74.01002,1.0,0.0,1.0,357.0,43.0,2.0
-73.98661,2.0,7.0,1.0,14.0,19.0,1.0
-73.95255,3.0,17.0,1.0,31.0,12.0,1.0
-73.92957,10.0,0.0,1.0,0.0,21.0,0.0
-73.99891,3.0,51.0,1.0,180.0,111.0,1.0
-73.9496,2.0,1.0,1.0,55.0,117.0,1.0
-74.00325,2.0,2.0,1.0,0.0,14.0,1.0
-73.96492,7.0,22.0,4.0,269.0,22.0,0.0
-73.98542,3.0,16.0,1.0,365.0,7.0,1.0
-73.90689,4.0,0.0,1.0,158.0,21.0,0.0
-74.00365,5.0,2.0,3.0,0.0,27.0,0.0
-73.95231,3.0,6.0,2.0,0.0,15.0,1.0
-73.95949,5.0,11.0,1.0,188.0,15.0,1.0
-73.93761,2.0,60.0,1.0,37.0,21.0,1.0
-73.94635,4.0,5.0,2.0,214.0,2.0,1.0
-73.96959,2.0,1.0,1.0,43.0,13.0,1.0
-73.91333,10.0,19.0,1.0,0.0,21.0,0.0
-73.9205,1.0,0.0,1.0,0.0,25.0,0.0
-73.93379,3.0,75.0,1.0,323.0,6.0,1.0
-73.94742,7.0,6.0,1.0,0.0,2.0,0.0
-73.99605,20.0,1.0,1.0,0.0,64.0,1.0
-73.89829,1.0,1.0,1.0,364.0,47.0,0.0
-73.92918,3.0,3.0,2.0,0.0,6.0,1.0
-73.99727,4.0,3.0,1.0,97.0,64.0,1.0
-73.943,4.0,22.0,1.0,0.0,2.0,1.0
-73.9806,2.0,5.0,1.0,0.0,1.0,0.0
-73.99805,1.0,31.0,1.0,84.0,7.0,1.0
-73.97911,28.0,23.0,3.0,125.0,19.0,0.0
-73.94661,1.0,4.0,1.0,0.0,15.0,0.0
-73.90771,7.0,2.0,1.0,0.0,44.0,1.0
-73.97506,2.0,136.0,1.0,251.0,13.0,1.0
-74.00066,3.0,18.0,1.0,307.0,52.0,1.0
-73.94856,20.0,2.0,1.0,0.0,51.0,0.0
-73.98019,4.0,0.0,1.0,30.0,8.0,1.0
-73.94958,7.0,42.0,1.0,0.0,2.0,1.0
-73.96084,3.0,1.0,1.0,0.0,12.0,0.0
-73.93312,1.0,14.0,4.0,306.0,6.0,0.0
-73.79566,5.0,1.0,7.0,365.0,160.0,2.0
-73.96572,5.0,0.0,1.0,13.0,3.0,1.0
-73.98502,1.0,17.0,1.0,0.0,19.0,1.0
-73.97851,3.0,4.0,1.0,321.0,0.0,1.0
-74.00017,2.0,42.0,1.0,90.0,79.0,1.0
-73.77859,1.0,68.0,6.0,153.0,46.0,0.0
-73.93268,3.0,151.0,1.0,105.0,6.0,1.0
-73.98446,3.0,2.0,2.0,346.0,10.0,1.0
-73.95842,1.0,10.0,2.0,143.0,45.0,0.0
-73.99761,2.0,7.0,1.0,0.0,52.0,0.0
-73.98663,2.0,7.0,1.0,312.0,19.0,1.0
-73.95843,4.0,9.0,1.0,188.0,20.0,1.0
-73.97955,7.0,0.0,3.0,0.0,17.0,1.0
-73.85648,2.0,63.0,2.0,150.0,133.0,0.0
-73.975,3.0,6.0,1.0,0.0,8.0,1.0
-73.95303,1.0,1.0,1.0,0.0,20.0,1.0
-73.90057,1.0,1.0,1.0,178.0,126.0,0.0
-73.95763,30.0,36.0,1.0,342.0,12.0,1.0
-73.9104,90.0,2.0,7.0,223.0,142.0,1.0
-73.99069,7.0,2.0,1.0,0.0,23.0,1.0
-73.99884,5.0,1.0,1.0,83.0,14.0,1.0
-74.00309,3.0,17.0,1.0,5.0,14.0,1.0
-73.93976,2.0,0.0,1.0,0.0,30.0,0.0
-73.93864,3.0,15.0,2.0,109.0,6.0,0.0
-74.0005,1.0,2.0,1.0,0.0,14.0,0.0
-73.94198,1.0,0.0,1.0,0.0,2.0,0.0
-73.97154,1.0,0.0,1.0,0.0,1.0,1.0
-73.97167,3.0,0.0,1.0,0.0,5.0,1.0
-73.95832,1.0,28.0,1.0,365.0,6.0,0.0
-73.96514,4.0,10.0,1.0,329.0,28.0,1.0
-74.00307,3.0,73.0,1.0,44.0,27.0,1.0
-73.95552,3.0,24.0,1.0,17.0,12.0,1.0
-73.91763,2.0,1.0,1.0,179.0,21.0,0.0
-73.90299,3.0,0.0,2.0,364.0,99.0,0.0
-73.92897,15.0,14.0,2.0,16.0,25.0,0.0
-73.99814,4.0,68.0,1.0,36.0,52.0,1.0
-73.94807,2.0,4.0,1.0,93.0,54.0,1.0
-73.97753,2.0,21.0,3.0,18.0,19.0,1.0
-73.97356,2.0,27.0,13.0,246.0,1.0,1.0
-73.96372,2.0,8.0,1.0,328.0,1.0,1.0
-73.90868,1.0,74.0,2.0,179.0,100.0,0.0
-73.94696,200.0,271.0,2.0,64.0,6.0,1.0
-73.93262,5.0,2.0,1.0,342.0,6.0,0.0
-73.98975,1.0,12.0,9.0,349.0,7.0,2.0
-73.95541,7.0,5.0,1.0,0.0,20.0,0.0
-73.96125,5.0,117.0,2.0,73.0,24.0,1.0
-73.98468,2.0,3.0,3.0,239.0,7.0,0.0
-73.94234,1.0,2.0,2.0,0.0,12.0,0.0
-73.98102,3.0,60.0,1.0,0.0,13.0,0.0
-73.94843,7.0,2.0,1.0,0.0,20.0,1.0
-73.95712,2.0,103.0,1.0,0.0,22.0,1.0
-73.97391,3.0,2.0,1.0,0.0,17.0,1.0
-73.9315,2.0,12.0,1.0,32.0,15.0,0.0
-73.99342,2.0,6.0,1.0,18.0,79.0,1.0
-73.9485,3.0,2.0,1.0,0.0,28.0,0.0
-73.92577,1.0,0.0,1.0,0.0,21.0,0.0
-73.95046,3.0,3.0,1.0,89.0,15.0,1.0
-73.89519,1.0,19.0,4.0,165.0,126.0,0.0
-74.00501,30.0,0.0,232.0,342.0,77.0,1.0
-73.98231,10.0,2.0,1.0,0.0,38.0,1.0
-73.98717,31.0,37.0,1.0,0.0,19.0,1.0
-73.98938,31.0,0.0,1.0,0.0,19.0,1.0
-73.98949,3.0,97.0,1.0,60.0,7.0,1.0
-73.8494,1.0,42.0,4.0,32.0,95.0,0.0
-73.9643,2.0,2.0,1.0,0.0,22.0,0.0
-73.99119,5.0,2.0,1.0,240.0,7.0,1.0
-74.00235,3.0,118.0,1.0,180.0,11.0,1.0
-73.99069,30.0,12.0,1.0,0.0,23.0,1.0
-73.95551,2.0,6.0,2.0,332.0,82.0,1.0
-73.94522,1.0,4.0,1.0,0.0,2.0,1.0
-73.92461,14.0,0.0,1.0,0.0,56.0,1.0
-73.97912,2.0,117.0,1.0,34.0,8.0,1.0
-73.91137,5.0,1.0,1.0,0.0,56.0,1.0
-73.92277,3.0,1.0,1.0,20.0,80.0,1.0
-73.98595,75.0,6.0,3.0,0.0,113.0,0.0
-73.98899,5.0,25.0,1.0,2.0,19.0,0.0
-73.97361,5.0,92.0,1.0,193.0,16.0,1.0
-73.97439,2.0,2.0,1.0,0.0,13.0,1.0
-73.99482,1.0,0.0,20.0,351.0,14.0,0.0
-73.97108,2.0,0.0,1.0,0.0,13.0,1.0
-73.93863,500.0,30.0,1.0,90.0,25.0,1.0
-73.99388,1.0,44.0,1.0,73.0,32.0,0.0
-73.94998,31.0,2.0,33.0,324.0,28.0,1.0
-73.92477,2.0,4.0,9.0,283.0,56.0,0.0
-73.94122,4.0,91.0,2.0,215.0,164.0,1.0
-73.97678,1.0,2.0,1.0,46.0,26.0,1.0
-73.95567,30.0,0.0,29.0,331.0,28.0,1.0
-73.99413,3.0,168.0,1.0,269.0,64.0,1.0
-73.93511,2.0,26.0,1.0,0.0,21.0,0.0
-73.98162,1.0,2.0,3.0,73.0,5.0,0.0
-73.95501,2.0,31.0,2.0,0.0,117.0,0.0
-73.94043,2.0,32.0,1.0,0.0,4.0,1.0
-73.9972,4.0,1.0,1.0,225.0,64.0,1.0
-74.00352,3.0,15.0,1.0,84.0,77.0,1.0
-73.96414,2.0,11.0,1.0,212.0,8.0,1.0
-73.93442,4.0,0.0,1.0,0.0,56.0,1.0
-73.93716,3.0,52.0,3.0,298.0,54.0,0.0
-73.97892,3.0,42.0,3.0,284.0,5.0,1.0
-74.00239,2.0,51.0,1.0,351.0,79.0,1.0
-73.94515,90.0,0.0,1.0,365.0,6.0,0.0
-73.96082,30.0,0.0,87.0,365.0,28.0,1.0
-73.99014,3.0,1.0,1.0,66.0,19.0,1.0
-73.90985,1.0,0.0,1.0,0.0,44.0,0.0
-73.94791,3.0,7.0,1.0,0.0,12.0,1.0
-73.91968,1.0,0.0,5.0,329.0,21.0,0.0
-73.93178,3.0,1.0,1.0,0.0,12.0,0.0
-73.9998,2.0,0.0,1.0,2.0,27.0,1.0
-73.91488,1.0,11.0,4.0,347.0,100.0,0.0
-73.94982,3.0,7.0,3.0,0.0,28.0,0.0
-73.94728,4.0,19.0,2.0,94.0,15.0,1.0
-73.94771,4.0,2.0,2.0,0.0,28.0,0.0
-73.94663,14.0,1.0,1.0,0.0,12.0,1.0
-73.9922,1.0,1.0,1.0,0.0,7.0,0.0
-73.90895,5.0,5.0,1.0,64.0,21.0,0.0
-73.85219,2.0,83.0,6.0,320.0,162.0,1.0
-73.98311,1.0,0.0,1.0,0.0,68.0,1.0
-73.97339,1.0,5.0,1.0,0.0,13.0,1.0
-73.98261,1.0,96.0,1.0,324.0,19.0,1.0
-73.87417,1.0,58.0,1.0,47.0,103.0,0.0
-73.93142,4.0,34.0,2.0,340.0,6.0,1.0
-74.00275,14.0,37.0,1.0,284.0,11.0,1.0
-73.99213,1.0,1.0,2.0,32.0,7.0,1.0
-73.99049,5.0,0.0,1.0,83.0,7.0,1.0
-73.93418,3.0,1.0,3.0,13.0,12.0,0.0
-73.88735,3.0,10.0,13.0,90.0,70.0,0.0
-73.90514,4.0,0.0,1.0,0.0,84.0,0.0
-73.91593,3.0,6.0,1.0,0.0,21.0,0.0
-73.95241,4.0,1.0,1.0,5.0,12.0,0.0
-73.97266,30.0,0.0,1.0,1.0,8.0,1.0
-74.0082,2.0,6.0,1.0,1.0,43.0,1.0
-73.98821,3.0,6.0,1.0,0.0,19.0,1.0
-73.96334,1.0,23.0,3.0,8.0,45.0,0.0
-73.97922,2.0,12.0,1.0,89.0,16.0,0.0
-73.94176,21.0,2.0,1.0,250.0,6.0,1.0
-73.92696,2.0,0.0,1.0,179.0,15.0,0.0
-73.98312,30.0,4.0,11.0,365.0,1.0,1.0
-73.97435,1.0,122.0,3.0,222.0,0.0,0.0
-73.99825,30.0,11.0,1.0,324.0,36.0,1.0
-73.97679,4.0,0.0,1.0,83.0,19.0,1.0
-73.87603,3.0,53.0,1.0,249.0,128.0,0.0
-74.0062,2.0,7.0,1.0,3.0,11.0,1.0
-73.98007,3.0,22.0,1.0,28.0,8.0,1.0
-73.93787,1.0,1.0,1.0,344.0,6.0,1.0
-73.94143,30.0,2.0,52.0,341.0,20.0,1.0
-73.94523,4.0,0.0,2.0,35.0,4.0,1.0
-74.00311,3.0,59.0,1.0,256.0,11.0,1.0
-74.1285,2.0,21.0,5.0,354.0,172.0,1.0
-73.87617,29.0,1.0,7.0,6.0,81.0,0.0
-73.91281,1.0,3.0,1.0,0.0,49.0,0.0
-73.92607,2.0,129.0,2.0,39.0,15.0,0.0
-73.93808,1.0,0.0,1.0,25.0,4.0,1.0
-73.97666,3.0,148.0,2.0,42.0,13.0,0.0
-73.94358,2.0,119.0,2.0,175.0,6.0,1.0
-73.99777,1.0,106.0,2.0,9.0,53.0,0.0
-73.93943,3.0,19.0,1.0,365.0,2.0,0.0
-73.9677,1.0,1.0,1.0,121.0,8.0,1.0
-73.93891,15.0,1.0,1.0,0.0,12.0,0.0
-73.92298,3.0,8.0,1.0,0.0,6.0,0.0
-73.91835,3.0,70.0,3.0,170.0,21.0,1.0
-73.91938,2.0,29.0,2.0,143.0,21.0,0.0
