longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n
-73.97115,1.0,12.0,1.0,0.0,13.0,2.0
-73.82052,1.0,0.0,1.0,365.0,37.0,0.0
-73.99338,2.0,53.0,1.0,0.0,32.0,0.0
-73.95939,3.0,1.0,1.0,0.0,45.0,0.0
-73.95485,4.0,4.0,1.0,0.0,20.0,1.0
-73.98242,2.0,155.0,1.0,267.0,8.0,1.0
-73.85058,2.0,1.0,6.0,0.0,63.0,0.0
-73.98908,20.0,0.0,1.0,0.0,23.0,0.0
-73.99846,1.0,4.0,1.0,0.0,52.0,1.0
-73.97435,2.0,7.0,1.0,2.0,13.0,1.0
-73.9826,2.0,15.0,1.0,57.0,10.0,0.0
-73.94585,2.0,2.0,3.0,298.0,12.0,1.0
-73.92632,2.0,5.0,1.0,90.0,56.0,0.0
-73.78747,1.0,177.0,3.0,180.0,46.0,0.0
-73.95621,2.0,1.0,1.0,0.0,15.0,0.0
-73.81222,5.0,2.0,2.0,0.0,139.0,0.0
-73.9624,5.0,0.0,1.0,0.0,12.0,1.0
-73.95545,2.0,171.0,3.0,57.0,6.0,0.0
-73.97936,3.0,58.0,1.0,26.0,26.0,1.0
-73.89864,5.0,0.0,1.0,0.0,44.0,0.0
-73.92531,1.0,4.0,1.0,0.0,6.0,0.0
-73.92392,2.0,1.0,1.0,0.0,21.0,0.0
-73.95632,3.0,2.0,1.0,324.0,24.0,1.0
-73.96447,3.0,38.0,2.0,66.0,29.0,0.0
-73.91765,3.0,0.0,1.0,0.0,21.0,0.0
-73.98989,20.0,35.0,1.0,311.0,40.0,0.0
-73.93863,2.0,1.0,1.0,0.0,21.0,1.0
-73.98837,3.0,42.0,3.0,172.0,7.0,0.0
-73.9608,1.0,7.0,1.0,61.0,22.0,0.0
-73.96045,4.0,4.0,1.0,128.0,12.0,0.0
-73.95231,2.0,6.0,1.0,0.0,20.0,1.0
-73.9077,3.0,158.0,1.0,317.0,100.0,1.0
-73.9038,2.0,26.0,8.0,349.0,21.0,0.0
-73.87261,30.0,42.0,6.0,114.0,84.0,0.0
-73.98976,1.0,3.0,1.0,0.0,34.0,1.0
-73.94413,6.0,0.0,1.0,100.0,54.0,0.0
-73.95362,2.0,233.0,1.0,72.0,2.0,0.0
-73.98494,5.0,10.0,1.0,2.0,10.0,1.0
-73.73425,1.0,59.0,1.0,0.0,183.0,0.0
-73.97343,1.0,2.0,1.0,0.0,5.0,1.0
-73.95261,1.0,0.0,1.0,0.0,20.0,0.0
-73.98546,3.0,20.0,1.0,0.0,19.0,1.0
-73.92588,4.0,32.0,1.0,8.0,21.0,1.0
-73.94109,1.0,2.0,1.0,1.0,25.0,0.0
-73.8524,7.0,2.0,1.0,90.0,69.0,0.0
-73.98172,2.0,37.0,1.0,6.0,19.0,0.0
-73.95982,2.0,5.0,1.0,0.0,22.0,1.0
-73.92496,2.0,8.0,2.0,90.0,21.0,0.0
-73.97006,1.0,64.0,13.0,329.0,29.0,0.0
-74.00746,3.0,12.0,1.0,364.0,11.0,1.0
-73.94327,14.0,1.0,1.0,35.0,6.0,0.0
-73.98397,30.0,0.0,96.0,0.0,71.0,1.0
-73.94339,4.0,3.0,1.0,0.0,2.0,1.0
-73.97599,2.0,24.0,1.0,70.0,8.0,1.0
-73.94366,1.0,0.0,1.0,0.0,15.0,0.0
-73.99405,25.0,8.0,1.0,0.0,9.0,0.0
-73.88302,2.0,11.0,1.0,179.0,84.0,1.0
-73.91707,4.0,27.0,5.0,49.0,21.0,2.0
-73.97956,30.0,2.0,91.0,346.0,26.0,1.0
-73.9415,26.0,30.0,1.0,364.0,6.0,1.0
-74.0168,1.0,0.0,1.0,0.0,101.0,1.0
-73.97953,10.0,0.0,1.0,0.0,8.0,0.0
-73.98285,1.0,1.0,1.0,0.0,19.0,0.0
-74.00158,2.0,8.0,1.0,310.0,52.0,1.0
-73.94052,2.0,27.0,3.0,346.0,6.0,0.0
-73.91833,5.0,0.0,1.0,0.0,39.0,1.0
-73.98133,1.0,0.0,1.0,0.0,26.0,0.0
-73.94976,4.0,130.0,1.0,53.0,2.0,1.0
-73.9532,1.0,1.0,1.0,0.0,12.0,1.0
-73.98609,2.0,6.0,1.0,156.0,19.0,1.0
-73.902,4.0,4.0,1.0,284.0,100.0,1.0
-74.0092,30.0,0.0,6.0,332.0,43.0,1.0
-73.95046,3.0,23.0,2.0,121.0,54.0,1.0
-73.76315,2.0,31.0,1.0,57.0,46.0,0.0
-73.99435,1.0,102.0,1.0,362.0,64.0,0.0
-73.95488,1.0,75.0,1.0,81.0,117.0,1.0
-73.92701,4.0,2.0,2.0,0.0,6.0,0.0
-73.94596,3.0,33.0,3.0,301.0,2.0,0.0
-73.94889,3.0,20.0,1.0,0.0,12.0,1.0
-73.8113,4.0,20.0,1.0,329.0,62.0,1.0
-73.96079,5.0,3.0,2.0,157.0,15.0,1.0
-73.90638,2.0,45.0,1.0,41.0,100.0,0.0
-73.97984,1.0,1.0,1.0,0.0,132.0,0.0
-73.98974,2.0,14.0,1.0,0.0,10.0,1.0
-73.9774,30.0,0.0,91.0,311.0,5.0,1.0
-73.95132,10.0,25.0,1.0,213.0,2.0,0.0
-73.98517,4.0,227.0,1.0,247.0,38.0,1.0
-73.9375,5.0,0.0,1.0,15.0,12.0,0.0
-73.9426,6.0,0.0,2.0,54.0,20.0,0.0
-73.96686,1.0,2.0,1.0,0.0,1.0,0.0
-73.9568,3.0,0.0,1.0,0.0,22.0,0.0
-73.98358,30.0,0.0,12.0,343.0,7.0,1.0
-73.91926,1.0,0.0,1.0,87.0,98.0,0.0
-73.9487,2.0,38.0,2.0,211.0,20.0,1.0
-73.96046,2.0,4.0,1.0,5.0,22.0,0.0
-73.99815,30.0,10.0,1.0,30.0,27.0,1.0
-73.95522,1.0,0.0,4.0,78.0,2.0,1.0
-73.9439,4.0,0.0,1.0,158.0,2.0,1.0
-74.00365,1.0,0.0,8.0,72.0,11.0,1.0
-73.93966,5.0,0.0,1.0,0.0,12.0,0.0
-73.94712,5.0,3.0,1.0,0.0,2.0,1.0
-73.96736,30.0,2.0,96.0,244.0,8.0,1.0
-73.98765,15.0,0.0,28.0,185.0,23.0,0.0
-73.98507,30.0,0.0,2.0,336.0,7.0,1.0
-73.9477,2.0,14.0,1.0,45.0,20.0,1.0
-73.97291,7.0,5.0,1.0,214.0,8.0,1.0
-73.97541,25.0,3.0,1.0,0.0,0.0,0.0
-73.94288,1.0,96.0,4.0,309.0,30.0,1.0
-73.90903,6.0,4.0,8.0,318.0,49.0,0.0
-73.98857,5.0,4.0,1.0,0.0,19.0,1.0
-73.97027,2.0,9.0,1.0,0.0,29.0,1.0
-73.77986,1.0,23.0,1.0,121.0,46.0,1.0
-73.82263,3.0,0.0,1.0,0.0,139.0,1.0
-73.97736,2.0,9.0,1.0,286.0,8.0,1.0
-73.97557,30.0,5.0,50.0,323.0,5.0,1.0
-73.95712,30.0,10.0,1.0,92.0,20.0,0.0
-73.94453,1.0,0.0,1.0,29.0,2.0,0.0
-73.99536,1.0,12.0,1.0,0.0,14.0,1.0
-73.90815,6.0,12.0,11.0,65.0,44.0,0.0
-73.95489,1.0,3.0,1.0,0.0,15.0,0.0
-73.86618,3.0,0.0,6.0,300.0,129.0,1.0
-74.03102,365.0,1.0,4.0,189.0,90.0,0.0
-73.94108,3.0,13.0,2.0,100.0,6.0,0.0
-73.99524,2.0,25.0,1.0,129.0,111.0,0.0
-73.98619,1.0,28.0,1.0,354.0,68.0,1.0
-73.94965,2.0,7.0,1.0,0.0,12.0,1.0
-74.0101,1.0,0.0,1.0,365.0,11.0,1.0
-73.97725,1.0,0.0,1.0,0.0,8.0,0.0
-73.99955,30.0,0.0,232.0,332.0,14.0,1.0
-73.954,3.0,1.0,7.0,339.0,2.0,0.0
-73.91092,15.0,0.0,5.0,342.0,6.0,0.0
-73.9474,1.0,11.0,6.0,0.0,2.0,0.0
-73.95725,1.0,0.0,1.0,0.0,12.0,0.0
-73.97637,5.0,32.0,2.0,312.0,16.0,0.0
-73.98379,30.0,9.0,34.0,339.0,8.0,1.0
-73.95877,6.0,4.0,1.0,0.0,15.0,0.0
-73.96259,1.0,1.0,1.0,0.0,12.0,2.0
-73.95153,3.0,0.0,1.0,0.0,28.0,1.0
-73.94675,1.0,46.0,2.0,34.0,54.0,0.0
-73.94304,1.0,0.0,1.0,0.0,30.0,2.0
-73.98516,1.0,130.0,1.0,174.0,7.0,1.0
-73.99019,4.0,1.0,1.0,13.0,23.0,1.0
-73.90948,1.0,85.0,1.0,52.0,165.0,1.0
-73.93442,30.0,4.0,1.0,345.0,4.0,1.0
-73.96308,1.0,1.0,2.0,364.0,22.0,0.0
-73.89944,2.0,78.0,1.0,149.0,126.0,1.0
-74.00149,1.0,27.0,1.0,0.0,52.0,1.0
-73.93958,4.0,8.0,2.0,102.0,2.0,0.0
-73.94998,5.0,16.0,1.0,15.0,6.0,1.0
-73.88813,1.0,4.0,2.0,79.0,81.0,0.0
-73.95703,3.0,3.0,1.0,0.0,22.0,0.0
-73.94409,3.0,0.0,1.0,0.0,6.0,0.0
-73.98581,30.0,1.0,8.0,310.0,19.0,0.0
-73.79243,2.0,11.0,1.0,157.0,46.0,0.0
-73.97379,29.0,0.0,327.0,158.0,5.0,1.0
-73.98308,30.0,0.0,121.0,352.0,1.0,1.0
-73.94358,1.0,103.0,2.0,339.0,2.0,1.0
-73.95356,2.0,19.0,1.0,35.0,6.0,1.0
-73.88177,1.0,43.0,3.0,89.0,70.0,0.0
-73.99181,28.0,43.0,2.0,258.0,7.0,0.0
-73.94608,2.0,2.0,1.0,188.0,12.0,0.0
-73.94705,30.0,0.0,7.0,365.0,54.0,2.0
-73.95487,1.0,3.0,2.0,0.0,15.0,0.0
-73.92054,1.0,9.0,1.0,81.0,21.0,0.0
-73.99118,2.0,10.0,1.0,218.0,34.0,1.0
-73.91296,30.0,0.0,3.0,340.0,21.0,0.0
-73.86508,1.0,83.0,1.0,0.0,103.0,1.0
-73.99002,1.0,59.0,6.0,314.0,7.0,2.0
-73.93279,4.0,70.0,1.0,293.0,6.0,1.0
-73.9723,1.0,7.0,1.0,178.0,8.0,0.0
-73.94709,1.0,6.0,1.0,0.0,28.0,0.0
-73.95834,1.0,24.0,1.0,201.0,12.0,0.0
-74.00313,2.0,30.0,1.0,73.0,96.0,1.0
-73.92295,2.0,78.0,1.0,231.0,21.0,1.0
-73.97777,1.0,0.0,1.0,0.0,13.0,1.0
-73.98731,2.0,9.0,1.0,23.0,19.0,1.0
-73.90236,3.0,20.0,1.0,44.0,31.0,0.0
-73.94859,5.0,3.0,1.0,0.0,20.0,0.0
-73.95603,1.0,0.0,1.0,89.0,6.0,2.0
-73.92211,3.0,3.0,2.0,281.0,21.0,0.0
-73.90049,30.0,0.0,103.0,215.0,31.0,0.0
-73.92054,1.0,4.0,1.0,341.0,21.0,0.0
-73.9967,1.0,2.0,20.0,365.0,14.0,0.0
-73.88088,28.0,5.0,2.0,0.0,83.0,0.0
-73.9457,3.0,1.0,1.0,83.0,6.0,0.0
-73.95451,6.0,33.0,1.0,0.0,22.0,1.0
-73.9274,2.0,4.0,2.0,0.0,6.0,0.0
-73.99574,7.0,66.0,1.0,142.0,64.0,1.0
-73.93001,1.0,68.0,3.0,365.0,35.0,0.0
-73.9906,30.0,0.0,9.0,343.0,19.0,0.0
-73.99647,1.0,1.0,1.0,0.0,64.0,1.0
-73.92028,4.0,0.0,1.0,0.0,56.0,1.0
-73.95581,1.0,0.0,1.0,14.0,15.0,0.0
-73.93979,5.0,11.0,1.0,22.0,30.0,1.0
-73.90807,1.0,67.0,1.0,145.0,49.0,1.0
-73.94194,3.0,0.0,1.0,13.0,25.0,1.0
-73.95394,3.0,30.0,1.0,42.0,12.0,0.0
-73.96673,1.0,0.0,1.0,0.0,8.0,0.0
-73.95203,3.0,4.0,1.0,53.0,20.0,0.0
-73.94652,90.0,4.0,1.0,364.0,12.0,1.0
-73.95556,1.0,0.0,1.0,0.0,73.0,0.0
-73.91582,4.0,0.0,2.0,0.0,56.0,1.0
-73.99615,1.0,108.0,12.0,356.0,14.0,0.0
-73.9482,2.0,74.0,2.0,31.0,12.0,1.0
-74.00735,3.0,131.0,3.0,12.0,43.0,0.0
-73.97277,3.0,0.0,1.0,114.0,8.0,0.0
-73.97386,30.0,3.0,1.0,286.0,0.0,1.0
-73.98432,1.0,2.0,2.0,0.0,19.0,0.0
-73.98418,2.0,0.0,1.0,0.0,68.0,1.0
-73.99043,3.0,98.0,1.0,0.0,19.0,0.0
-73.95275,2.0,93.0,1.0,129.0,2.0,0.0
-73.95467,7.0,3.0,1.0,0.0,15.0,1.0
-73.9422,1.0,1.0,3.0,340.0,12.0,1.0
-73.96256,2.0,47.0,1.0,0.0,12.0,1.0
-73.98378,2.0,5.0,1.0,0.0,23.0,1.0
-73.9086,3.0,9.0,1.0,20.0,6.0,0.0
-73.92868,1.0,117.0,1.0,60.0,54.0,1.0
-73.96915,30.0,1.0,1.0,341.0,29.0,1.0
-73.94125,2.0,210.0,2.0,237.0,2.0,1.0
-73.95372,5.0,61.0,1.0,53.0,12.0,0.0
-73.91568,1.0,4.0,3.0,0.0,21.0,0.0
-73.97531,2.0,4.0,327.0,140.0,5.0,1.0
-73.98486,3.0,20.0,1.0,86.0,1.0,1.0
-73.98447,3.0,0.0,1.0,179.0,1.0,0.0
-73.93907,1.0,0.0,1.0,0.0,30.0,0.0
-74.1,1.0,0.0,1.0,0.0,194.0,1.0
-73.94846,1.0,10.0,1.0,365.0,12.0,0.0
-73.94059,2.0,2.0,1.0,0.0,30.0,0.0
-73.82879,1.0,61.0,4.0,342.0,37.0,0.0
-74.0146,6.0,100.0,1.0,310.0,43.0,1.0
-74.00122,2.0,18.0,1.0,292.0,96.0,1.0
-73.98935,1.0,151.0,1.0,325.0,38.0,0.0
-73.953,2.0,26.0,4.0,157.0,2.0,0.0
-73.95217,2.0,3.0,1.0,88.0,6.0,1.0
-73.91149,2.0,11.0,1.0,5.0,100.0,0.0
-73.96333,14.0,0.0,1.0,0.0,45.0,0.0
-74.00208,5.0,4.0,1.0,0.0,11.0,0.0
-73.92933,5.0,5.0,1.0,0.0,6.0,1.0
-73.94962,2.0,1.0,1.0,0.0,2.0,0.0
-73.92882,3.0,17.0,2.0,66.0,42.0,0.0
-73.93556,1.0,61.0,1.0,45.0,4.0,0.0
-73.82066,2.0,23.0,1.0,178.0,139.0,0.0
-73.93075,4.0,9.0,1.0,365.0,6.0,1.0
-73.93849,1.0,307.0,1.0,54.0,30.0,0.0
-73.85636,3.0,46.0,1.0,48.0,87.0,0.0
-73.98096,3.0,0.0,1.0,0.0,26.0,0.0
-73.94985,2.0,60.0,1.0,305.0,28.0,1.0
-73.95173,30.0,0.0,96.0,0.0,28.0,1.0
-73.96597,2.0,5.0,1.0,0.0,12.0,1.0
-73.91171,2.0,2.0,1.0,0.0,44.0,0.0
-73.9434,7.0,10.0,3.0,243.0,6.0,0.0
-73.79905,3.0,15.0,1.0,290.0,106.0,1.0
-73.89067,1.0,7.0,1.0,0.0,31.0,0.0
-74.00465,3.0,0.0,1.0,179.0,27.0,1.0
-73.99874,2.0,3.0,1.0,0.0,60.0,0.0
-73.94009,3.0,281.0,2.0,177.0,4.0,1.0
-73.90361,1.0,25.0,2.0,0.0,99.0,0.0
-73.97923,2.0,0.0,1.0,267.0,26.0,1.0
-73.94421,30.0,0.0,1.0,0.0,30.0,0.0
-73.99862,1.0,5.0,30.0,348.0,7.0,0.0
-73.96145,2.0,59.0,1.0,0.0,28.0,1.0
-73.98179,1.0,0.0,1.0,347.0,13.0,2.0
-73.96565,2.0,5.0,1.0,0.0,3.0,1.0
-73.98419,1.0,0.0,1.0,287.0,8.0,1.0
-73.92261,3.0,21.0,1.0,30.0,21.0,1.0
-73.97873,3.0,28.0,1.0,43.0,5.0,1.0
-73.94453,3.0,0.0,1.0,0.0,20.0,1.0
-73.98155,2.0,0.0,1.0,38.0,1.0,0.0
-73.93951,4.0,38.0,1.0,0.0,12.0,1.0
-73.84765,4.0,86.0,4.0,58.0,95.0,1.0
-73.94033,3.0,0.0,3.0,17.0,4.0,1.0
-73.92449,3.0,20.0,1.0,339.0,6.0,1.0
-73.95458,1.0,0.0,4.0,90.0,2.0,0.0
-73.941,1.0,35.0,1.0,0.0,12.0,0.0
-73.91685,1.0,44.0,2.0,0.0,21.0,0.0
-73.80603,1.0,0.0,1.0,0.0,62.0,0.0
-73.9435,4.0,0.0,1.0,0.0,2.0,1.0
-73.95462,1.0,15.0,1.0,43.0,12.0,1.0
-73.9934,3.0,0.0,1.0,0.0,7.0,1.0
-73.94443,3.0,26.0,13.0,69.0,20.0,1.0
-73.86175,1.0,151.0,1.0,338.0,88.0,0.0
-73.96003,30.0,0.0,1.0,90.0,8.0,0.0
-73.96612,30.0,0.0,52.0,342.0,1.0,1.0
-73.98371,5.0,0.0,1.0,0.0,68.0,0.0
-73.94646,30.0,0.0,5.0,332.0,28.0,1.0
-73.83834,1.0,0.0,1.0,363.0,95.0,0.0
-73.94999,1.0,50.0,1.0,265.0,2.0,1.0
-73.98904,7.0,35.0,1.0,7.0,19.0,1.0
-73.87427,5.0,0.0,1.0,89.0,141.0,1.0
-73.94479,5.0,28.0,3.0,290.0,2.0,1.0
-73.98682,4.0,20.0,2.0,94.0,19.0,0.0
-74.00348,2.0,4.0,1.0,51.0,11.0,1.0
-74.00819,2.0,55.0,1.0,12.0,11.0,1.0
-73.96815,3.0,0.0,1.0,365.0,1.0,1.0
-73.94735,1.0,9.0,1.0,89.0,24.0,1.0
-73.98581,2.0,13.0,1.0,282.0,10.0,1.0
-73.94072,2.0,0.0,1.0,0.0,6.0,0.0
-73.97172,5.0,0.0,2.0,0.0,13.0,0.0
-73.96587,3.0,24.0,1.0,365.0,3.0,1.0
-73.99751,5.0,2.0,2.0,3.0,27.0,1.0
-73.94925,1.0,0.0,1.0,0.0,12.0,1.0
-73.76192,2.0,11.0,1.0,313.0,85.0,1.0
-73.95927,4.0,3.0,1.0,365.0,6.0,0.0
-73.98979,30.0,1.0,2.0,311.0,34.0,0.0
-73.9518,2.0,41.0,1.0,247.0,28.0,1.0
-73.93808,1.0,47.0,1.0,348.0,54.0,1.0
-73.99957,5.0,51.0,1.0,347.0,27.0,1.0
-73.94712,7.0,19.0,1.0,21.0,20.0,1.0
-73.94935,3.0,16.0,1.0,0.0,2.0,1.0
-73.98517,1.0,27.0,2.0,0.0,19.0,0.0
-73.99257,30.0,3.0,9.0,199.0,23.0,1.0
-74.00266,1.0,0.0,1.0,0.0,11.0,1.0
-73.88784,5.0,8.0,1.0,0.0,83.0,1.0
-73.91073,3.0,1.0,2.0,21.0,21.0,1.0
-73.96068,5.0,3.0,1.0,0.0,22.0,1.0
-73.95302,2.0,150.0,1.0,222.0,22.0,1.0
-73.98156,4.0,58.0,1.0,132.0,16.0,1.0
-73.99192,1.0,0.0,1.0,0.0,23.0,1.0
-73.94929,3.0,10.0,1.0,0.0,6.0,1.0
-73.94788,1.0,4.0,1.0,363.0,12.0,0.0
-73.99032,30.0,4.0,91.0,138.0,7.0,1.0
-73.98654,1.0,10.0,1.0,0.0,7.0,0.0
-73.98343,2.0,215.0,1.0,291.0,10.0,1.0
-73.91759,2.0,8.0,2.0,110.0,49.0,0.0
-73.95178,5.0,106.0,1.0,39.0,2.0,0.0
-73.98031,30.0,3.0,26.0,345.0,26.0,0.0
-73.97694,30.0,5.0,31.0,179.0,5.0,1.0
-73.92213,2.0,1.0,1.0,0.0,21.0,0.0
-73.93481,3.0,209.0,2.0,237.0,6.0,1.0
-73.97017,1.0,42.0,1.0,163.0,29.0,0.0
-73.94318,3.0,7.0,1.0,58.0,6.0,0.0
-73.96802,5.0,5.0,1.0,0.0,3.0,1.0
-74.01092,2.0,12.0,327.0,234.0,43.0,1.0
-73.94848,2.0,1.0,1.0,9.0,12.0,0.0
-73.90427,1.0,16.0,2.0,364.0,49.0,0.0
-73.98293,10.0,19.0,1.0,101.0,1.0,1.0
-73.99954,3.0,1.0,1.0,0.0,52.0,1.0
-73.96073,1.0,83.0,1.0,0.0,24.0,1.0
-73.98511,2.0,3.0,1.0,6.0,50.0,1.0
-74.00328,7.0,40.0,1.0,0.0,11.0,1.0
-73.96595,5.0,11.0,2.0,0.0,3.0,1.0
-73.95118,20.0,2.0,1.0,0.0,20.0,0.0
-73.94155,1.0,11.0,1.0,0.0,2.0,0.0
-73.92028,1.0,1.0,1.0,66.0,21.0,0.0
-73.98191,1.0,0.0,7.0,230.0,71.0,0.0
-73.89252,30.0,1.0,18.0,280.0,83.0,2.0
-73.91725,3.0,2.0,1.0,54.0,56.0,0.0
-74.00921,1.0,3.0,1.0,0.0,43.0,0.0
-73.94062,2.0,32.0,4.0,362.0,54.0,0.0
-73.99876,3.0,4.0,1.0,0.0,7.0,0.0
-73.91603,30.0,304.0,1.0,0.0,56.0,0.0
-74.00123,1.0,0.0,1.0,0.0,27.0,1.0
-73.99187,7.0,98.0,1.0,35.0,34.0,1.0
-73.82401,2.0,36.0,7.0,122.0,37.0,0.0
-73.9445,1.0,2.0,1.0,0.0,4.0,1.0
-73.9488,1.0,273.0,2.0,47.0,4.0,0.0
-73.97562,3.0,4.0,1.0,290.0,17.0,0.0
-73.94709,4.0,11.0,2.0,0.0,15.0,2.0
-73.99602,80.0,0.0,1.0,214.0,52.0,1.0
-73.98348,3.0,0.0,1.0,0.0,17.0,1.0
-73.83928,2.0,35.0,5.0,235.0,63.0,0.0
-73.98094,7.0,1.0,1.0,261.0,38.0,1.0
-73.92843,2.0,3.0,1.0,19.0,21.0,1.0
-74.00239,30.0,0.0,96.0,352.0,11.0,1.0
-73.99249,3.0,41.0,2.0,22.0,33.0,1.0
-73.97381,2.0,15.0,1.0,41.0,13.0,1.0
-73.9477,3.0,6.0,1.0,0.0,12.0,1.0
-74.08323,3.0,105.0,1.0,204.0,41.0,1.0
-73.9256,3.0,49.0,4.0,269.0,6.0,1.0
-73.91599,1.0,0.0,1.0,0.0,21.0,0.0
-74.01722,1.0,9.0,1.0,0.0,101.0,0.0
-73.98598,1.0,73.0,1.0,49.0,19.0,1.0
-73.95583,3.0,0.0,1.0,0.0,25.0,0.0
-73.98986,1.0,78.0,1.0,5.0,19.0,0.0
-73.98228,30.0,9.0,1.0,0.0,113.0,1.0
-73.92947,3.0,46.0,1.0,270.0,21.0,1.0
-73.97679,30.0,1.0,23.0,365.0,5.0,1.0
-73.87988,30.0,1.0,103.0,273.0,81.0,0.0
-73.98041,1.0,0.0,1.0,0.0,19.0,0.0
-73.98117,2.0,7.0,1.0,0.0,19.0,1.0
-73.98918,1.0,94.0,1.0,0.0,19.0,2.0
-73.99344,30.0,1.0,1.0,90.0,52.0,0.0
-73.89797,8.0,10.0,5.0,365.0,44.0,1.0
-73.96193,4.0,43.0,1.0,82.0,12.0,1.0
-73.97531,3.0,3.0,1.0,330.0,8.0,1.0
-74.16062,2.0,48.0,1.0,232.0,109.0,0.0
-73.95533,30.0,11.0,5.0,126.0,28.0,1.0
-73.98882,2.0,48.0,1.0,0.0,23.0,0.0
-73.94592,3.0,1.0,6.0,365.0,2.0,0.0
-73.90786,2.0,10.0,1.0,0.0,21.0,0.0
-73.94844,2.0,78.0,2.0,182.0,28.0,0.0
-73.94434,2.0,4.0,1.0,0.0,6.0,1.0
-73.94352,7.0,3.0,1.0,0.0,12.0,1.0
-73.91587,2.0,19.0,1.0,5.0,21.0,0.0
-73.95577,2.0,11.0,1.0,269.0,6.0,1.0
-73.9624,3.0,38.0,1.0,364.0,3.0,1.0
-73.74907,3.0,6.0,1.0,176.0,152.0,1.0
-73.94965,2.0,10.0,1.0,214.0,12.0,1.0
-73.8108,2.0,51.0,4.0,156.0,37.0,0.0
-73.95881,3.0,4.0,1.0,138.0,28.0,1.0
-73.92163,4.0,0.0,1.0,189.0,21.0,0.0
-73.90841,1.0,24.0,3.0,32.0,6.0,0.0
-73.98759,2.0,32.0,1.0,139.0,19.0,1.0
-73.98706,7.0,0.0,1.0,365.0,68.0,1.0
-73.91834,1.0,21.0,3.0,188.0,72.0,0.0
-73.9547,7.0,107.0,2.0,249.0,2.0,1.0
-73.96312,30.0,0.0,2.0,365.0,1.0,1.0
-73.94792,1.0,16.0,1.0,346.0,2.0,1.0
-73.91075,30.0,0.0,1.0,0.0,21.0,0.0
-73.99008,3.0,15.0,1.0,4.0,7.0,1.0
-73.95426,7.0,1.0,1.0,0.0,2.0,0.0
-73.96208,30.0,0.0,49.0,365.0,28.0,1.0
-73.87739,2.0,5.0,1.0,57.0,83.0,0.0
-73.94249,1.0,2.0,1.0,0.0,12.0,1.0
-73.94472,4.0,0.0,1.0,0.0,2.0,0.0
-74.00184,6.0,11.0,1.0,0.0,11.0,1.0
-73.99481,4.0,0.0,1.0,0.0,33.0,1.0
-73.9999,2.0,0.0,3.0,0.0,14.0,1.0
-73.89031,3.0,3.0,1.0,82.0,84.0,0.0
-73.98873,3.0,0.0,2.0,179.0,111.0,0.0
-73.96699,6.0,39.0,1.0,0.0,1.0,1.0
-73.92378,2.0,2.0,1.0,0.0,21.0,1.0
-73.97011,2.0,3.0,1.0,120.0,1.0,1.0
-73.78003,1.0,2.0,1.0,0.0,149.0,0.0
-73.9748,30.0,1.0,52.0,311.0,5.0,1.0
-74.00318,30.0,0.0,1.0,32.0,27.0,1.0
-73.9863,70.0,0.0,1.0,83.0,23.0,1.0
-73.94006,1.0,1.0,1.0,0.0,25.0,1.0
-74.0008,5.0,2.0,1.0,0.0,14.0,1.0
-73.96192,30.0,0.0,49.0,365.0,28.0,1.0
-73.87242,1.0,15.0,5.0,89.0,103.0,0.0
-73.94265,1.0,8.0,7.0,90.0,4.0,2.0
-73.91459,2.0,4.0,1.0,0.0,56.0,0.0
-74.00047,1.0,63.0,1.0,0.0,27.0,0.0
-73.98211,2.0,46.0,1.0,320.0,19.0,1.0
-73.99141,1.0,3.0,9.0,269.0,14.0,0.0
-73.94224,6.0,0.0,2.0,0.0,12.0,1.0
-73.98698,1.0,44.0,2.0,4.0,19.0,0.0
-73.95335,1.0,57.0,1.0,301.0,2.0,0.0
-73.93802,60.0,2.0,2.0,3.0,2.0,1.0
-73.96006,3.0,15.0,1.0,3.0,3.0,1.0
-73.95773,6.0,9.0,1.0,0.0,24.0,1.0
-73.94093,1.0,0.0,1.0,0.0,12.0,0.0
-73.95276,10.0,5.0,1.0,88.0,28.0,1.0
-73.99471,14.0,1.0,1.0,16.0,14.0,1.0
-73.94904,2.0,11.0,4.0,314.0,6.0,0.0
-73.94973,30.0,2.0,1.0,0.0,2.0,0.0
-73.98635,3.0,0.0,1.0,231.0,19.0,1.0
-73.95968,30.0,1.0,32.0,342.0,8.0,0.0
-73.98589,1.0,1.0,2.0,0.0,19.0,0.0
-73.94033,3.0,70.0,1.0,208.0,15.0,1.0
-74.01044,3.0,0.0,1.0,0.0,77.0,1.0
-73.95243,4.0,3.0,1.0,0.0,12.0,0.0
-74.00143,2.0,1.0,1.0,0.0,11.0,1.0
-73.95334,2.0,12.0,1.0,365.0,2.0,1.0
-73.95961,30.0,0.0,32.0,362.0,8.0,0.0
-73.92002,20.0,3.0,1.0,127.0,21.0,1.0
-73.98756,5.0,0.0,1.0,0.0,23.0,0.0
-73.98824,1.0,7.0,7.0,1.0,19.0,0.0
-73.96005,10.0,1.0,1.0,0.0,24.0,0.0
-73.90558,2.0,4.0,1.0,89.0,49.0,0.0
-73.96812,3.0,7.0,2.0,0.0,3.0,1.0
-73.99361,5.0,46.0,1.0,228.0,7.0,1.0
-73.80623,1.0,47.0,6.0,365.0,94.0,0.0
-73.94335,2.0,3.0,1.0,0.0,2.0,1.0
