latitude,longitude,minimum_nights,calculated_host_listings_count,neighbourhood_n,neighbourhood_group_n,room_type_n
0.48164269027418527,0.6054983723161911,0.16666666666666669,0.3333333333333333,0.09545454545454544,0.0,0.0
0.4512480019672864,0.5785710253467187,0.08333333333333333,0.0,0.02727272727272727,0.0,0.0
0.49499569654494735,0.5477673447114455,0.08333333333333333,0.3333333333333333,0.05454545454545454,0.0,0.0
0.6231402926349432,0.47741000696234437,0.16666666666666669,0.0,0.031818181818181815,0.25,0.5
0.4489856141644992,0.5542404455902101,0.3333333333333333,0.0,0.02727272727272727,0.0,0.5
0.4799704905938711,0.6083021282200889,0.9999999999999999,0.0,0.09545454545454544,0.0,0.5
0.5206196975285735,0.451649323523327,0.16666666666666669,0.0,0.35,0.25,0.5
0.591540636911347,0.6873906252940287,0.08333333333333333,0.0,0.36818181818181817,0.5,0.0
0.5318332718553904,0.5697645974069871,0.7499999999999999,0.0,0.09090909090909091,0.0,0.5
0.5450141399237651,0.4839019249948251,0.08333333333333333,0.0,0.08636363636363636,0.25,0.0
0.4905201032829183,0.6205520952900656,0.0,0.0,0.19999999999999998,0.5,0.0
0.463789499569657,0.6048962233972475,0.16666666666666669,1.0,0.09545454545454544,0.0,0.0
0.780376244928064,0.5648156859793403,0.9999999999999999,1.0,0.00909090909090909,0.25,0.0
0.634107955244076,0.5314340552847909,0.0,0.0,0.12727272727272726,0.25,0.5
0.5298905692856266,0.47103099185216024,0.49999999999999994,0.0,0.2909090909090909,0.25,0.5
0.5148407721627848,0.5463372410289082,0.7499999999999999,0.0,0.05454545454545454,0.0,0.5
0.5260051641460564,0.5572135558775244,0.9999999999999999,0.0,0.09090909090909091,0.0,0.5
0.4007131439812923,0.4953803887623849,0.49999999999999994,0.0,0.07272727272727272,0.0,0.5
0.5310217631870131,0.48314923884612426,0.16666666666666669,0.0,0.10454545454545454,0.25,0.5
0.4526988811016821,0.5369662984776937,0.08333333333333333,0.0,0.02727272727272727,0.0,0.0
0.6486659289315071,0.5455657377264913,0.9999999999999999,0.6666666666666667,0.12727272727272726,0.25,1.0
0.848346243698515,0.5925521705586902,0.08333333333333333,0.0,0.13636363636363635,0.25,0.5
0.5235706381409102,0.541802306983044,0.16666666666666669,0.3333333333333333,0.05454545454545454,0.0,0.5
0.4982663223902506,0.4487138475434165,0.9999999999999999,0.6666666666666667,0.19545454545454544,0.25,0.5
0.8853559572113454,0.5977268878309303,0.16666666666666669,0.3333333333333333,0.08181818181818182,0.25,0.0
0.44347719168818855,0.5377378017800822,0.3333333333333333,0.0,0.02727272727272727,0.0,0.5
0.6377474486659196,0.6046892347063704,0.0,0.0,0.2545454545454545,0.5,0.0
0.6030984876429386,0.5134824906384665,0.16666666666666669,0.0,0.004545454545454545,0.25,0.0
0.24881347596212322,0.534764691492768,0.08333333333333333,0.3333333333333333,0.3318181818181818,0.0,0.0
0.39247510143857767,0.8807180625858564,0.0,0.6666666666666667,0.6909090909090909,0.5,0.0
0.4349440550842303,0.4628267128314292,0.25,0.0,0.15,0.0,0.5
0.6173613672691545,0.79839301507252,0.0,1.0,0.16818181818181818,0.5,0.0
0.5323988688060837,0.5581355964096701,0.0,0.0,0.09090909090909091,0.0,0.0
0.6455674412885628,0.4664396063451477,0.16666666666666669,0.3333333333333333,0.031818181818181815,0.25,0.5
0.5428747079798342,0.5410684379880877,0.25,0.0,0.09090909090909091,0.0,0.0
0.44537071191442124,0.5318103983591413,0.16666666666666669,0.0,0.013636363636363636,0.0,0.0
0.5814336653141368,0.5427807989763664,0.0,0.0,0.11363636363636363,0.5,0.5
0.5887618345013976,0.5006868261106661,0.0,0.0,0.022727272727272728,0.25,0.5
0.5640477068732253,0.4659127260410685,0.25,0.0,0.23636363636363636,0.25,0.5
0.5037501536948241,0.5619931129217264,0.16666666666666669,0.3333333333333333,0.05454545454545454,0.0,0.5
0.8385343661625484,0.655401463974556,0.0,0.0,0.7318181818181818,1.0,1.0
0.8678716340833574,0.5942268972395368,0.0,0.3333333333333333,0.08181818181818182,0.25,0.0
0.4314521086929801,0.6257456297160502,0.25,0.6666666666666667,0.02727272727272727,0.0,1.0
0.5200049182343491,0.5430066048209596,0.08333333333333333,0.6666666666666667,0.05454545454545454,0.0,0.5
0.5221935325218254,0.5645334286735704,0.08333333333333333,0.0,0.05454545454545454,0.0,0.0
0.5516291651297109,0.4955873774532904,0.08333333333333333,0.0,0.08636363636363636,0.25,0.5
0.7097503996065342,0.5217432211203743,0.0,0.0,0.03636363636363636,0.25,0.0
0.6202139431943863,0.627457990704329,0.08333333333333333,0.0,0.2545454545454545,0.5,0.5
0.43464896102298667,0.4984664019720526,0.08333333333333333,0.0,0.17272727272727273,0.0,0.0
0.6260666420755001,0.4934798562369451,0.3333333333333333,0.0,0.3227272727272727,0.25,0.5
0.5395548997909714,0.4813804263966972,0.08333333333333333,0.0,0.08636363636363636,0.25,0.5
0.5230542235337481,0.5388668310031335,0.0,0.3333333333333333,0.05454545454545454,0.0,0.0
0.6318209762695091,0.4927271700882727,0.08333333333333333,0.0,0.004545454545454545,0.25,0.5
0.47773269396286366,0.617597802156439,0.49999999999999994,0.0,0.09545454545454544,0.0,0.0
0.5247510143858278,0.5704796492482558,0.08333333333333333,0.0,0.05454545454545454,0.0,0.5
0.4206811754580144,0.904465310577109,0.0,0.0,0.20909090909090908,0.5,0.5
0.4463051764416548,0.5639312797546268,0.9999999999999999,0.0,0.02727272727272727,0.0,0.5
0.41236935939997466,0.563498485219128,0.0,0.0,0.06818181818181818,0.0,0.0
0.6700356571990653,0.6325386222080169,0.08333333333333333,0.0,0.22272727272727272,0.5,0.0
0.506528956104745,0.5378883390098679,0.25,0.0,0.05454545454545454,0.0,0.0
0.6491331611951381,0.5488775567807522,0.3333333333333333,0.3333333333333333,0.12727272727272726,0.25,0.0
0.49024960039345444,0.8073123459345766,0.0,0.0,0.42727272727272725,0.5,0.5
0.48528218369604303,0.6304122838379271,0.08333333333333333,0.0,0.19999999999999998,0.5,0.0
0.43700971351283613,0.5532807707506322,0.16666666666666669,0.0,0.02727272727272727,0.0,0.5
0.4700356571990625,0.6257644468697947,0.9999999999999999,0.3333333333333333,0.09545454545454544,0.0,0.0
0.8565105127259187,0.5913478727207746,0.0,0.0,0.13636363636363635,0.25,0.0
0.41086929792204785,0.8936454471896695,0.16666666666666669,0.3333333333333333,0.20909090909090908,0.5,0.5
0.6191319316365451,0.600812901040598,0.4166666666666667,0.0,0.2545454545454545,0.5,0.0
0.66998647485552,0.49677285813748995,0.08333333333333333,0.0,0.03636363636363636,0.25,0.5
0.5713758760604861,0.4955309259921137,0.0,0.0,0.11818181818181818,0.25,0.5
0.3132177548260131,0.5377001674726785,0.16666666666666669,0.0,0.09999999999999999,0.0,0.0
0.5013894012049462,0.5233238620326404,0.16666666666666669,0.0,0.05454545454545454,0.0,0.5
0.5237673675150631,0.5370980185537064,0.08333333333333333,0.0,0.05454545454545454,0.0,0.0
0.4019918849133006,0.5599984946277061,0.9999999999999999,0.0,0.06818181818181818,0.0,0.0
0.6305914176810461,0.534482434186998,0.0,0.0,0.12727272727272726,0.25,0.5
0.8069101192671724,0.5963344184558821,0.0,0.0,0.1909090909090909,1.0,0.0
0.4463789499569657,0.5454152004967625,0.08333333333333333,1.0,0.02727272727272727,0.0,0.5
0.47133898930282214,0.5912349697984496,0.08333333333333333,0.0,0.09545454545454544,0.0,0.0
0.5388663469814361,0.5581355964096701,0.9999999999999999,0.0,0.09090909090909091,0.0,0.0
0.8555514570269196,0.5879231507442171,0.0,0.6666666666666667,0.13636363636363635,0.25,0.5
0.5595229312676651,0.4542460907363193,0.0,0.0,0.049999999999999996,0.25,0.5
0.33185786302716735,0.42421391340346304,0.16666666666666669,0.0,0.35909090909090907,0.0,0.5
0.48963482109921586,0.5916489471802322,0.25,0.0,0.05454545454545454,0.0,0.5
0.36257223656706117,0.5792860771879589,0.9999999999999999,1.0,0.24545454545454545,0.0,0.0
0.43014877658920625,0.6302805637619429,0.9999999999999999,1.0,0.02727272727272727,0.0,0.5
0.5168572482478595,0.565361383437164,0.0,0.3333333333333333,0.05454545454545454,0.0,0.5
0.37235952293124797,0.5069529382985536,0.9999999999999999,0.0,0.07727272727272727,0.0,0.5
0.6624861674658717,0.5526598046779441,0.08333333333333333,0.3333333333333333,0.12727272727272726,0.25,0.0
0.5946883068978224,0.6224902621229376,0.25,0.3333333333333333,0.17727272727272728,0.5,0.0
0.4618713881716303,0.6105978209736236,0.08333333333333333,0.0,0.09545454545454544,0.0,0.0
0.5711053731710223,0.4670793895715235,0.3333333333333333,0.0,0.06363636363636363,0.25,0.5
0.5200541005778803,0.49176749524866636,0.9999999999999999,0.0,0.10454545454545454,0.25,0.5
0.5562523054223476,0.4403025798317799,0.08333333333333333,0.0,0.049999999999999996,0.25,0.0
0.5001106602729664,0.5191276367536659,0.16666666666666669,0.0,0.05454545454545454,0.0,0.0
0.513143981310705,0.49953897973392714,0.08333333333333333,0.0,0.10454545454545454,0.25,0.5
0.7418910611090581,0.5418399412905046,0.16666666666666669,0.3333333333333333,0.20454545454545453,0.25,0.5
0.5722611582441886,0.6090548143687897,0.0,0.6666666666666667,0.17727272727272728,0.5,0.0
0.6111643919832659,0.5253749317878089,0.9999999999999999,1.0,0.004545454545454545,0.25,0.5
0.44662486167464976,0.510170671584234,0.16666666666666669,0.0,0.05909090909090909,0.0,0.5
0.4338620435263607,0.5224582729616429,0.49999999999999994,0.0,0.013636363636363636,0.0,0.5
0.49295462928807865,0.5681275050336012,0.16666666666666669,0.0,0.05454545454545454,0.0,0.5
0.5218984384605818,0.48822987034981224,0.0,0.0,0.10454545454545454,0.25,0.5
0.6552317717939218,0.5579850591799413,0.9999999999999999,0.0,0.12727272727272726,0.25,0.5
0.5651297184310806,0.7485840091827924,0.08333333333333333,0.0,0.2863636363636364,0.5,0.5
0.7275298167957516,0.5500442203112357,0.08333333333333333,0.0,0.00909090909090909,0.25,0.5
0.6264846919955716,0.590933895338992,0.25,0.0,0.11363636363636363,0.5,0.5
0.7285134636665447,0.5264475095496834,0.0,0.0,0.03636363636363636,0.25,0.0
0.531415221935319,0.5520764729127166,0.16666666666666669,0.0,0.09090909090909091,0.0,0.5
0.3932128365916583,0.5584554880228723,0.9999999999999999,1.0,0.06818181818181818,0.0,0.0
0.5177425304315619,0.4781626931110452,0.25,0.0,0.04090909090909091,0.25,0.5
0.4375015369482327,0.5347082400316197,0.9999999999999999,1.0,0.013636363636363636,0.0,0.5
0.6042050903725595,0.4744557138287462,0.0,0.3333333333333333,0.004545454545454545,0.25,0.0
0.39709824173121433,0.566226972508133,0.0,0.0,0.06818181818181818,0.0,0.5
0.5235214557973507,0.5729635135389515,0.49999999999999994,0.0,0.05454545454545454,0.0,0.5
0.5539407352760293,0.49481587415087347,0.0,0.0,0.6,0.25,0.0
0.4196975285872213,0.5448130515778189,0.49999999999999994,0.0,0.06818181818181818,0.0,0.5
0.4931513586622316,0.6049150405509636,0.9999999999999999,0.0,0.09545454545454544,0.0,0.0
0.5086929792204558,0.4812675234744006,0.0,0.3333333333333333,0.10454545454545454,0.25,0.5
0.6292389032337269,0.4600417740812759,0.9999999999999999,0.3333333333333333,0.031818181818181815,0.25,0.0
0.5798598303209133,0.4976196300547713,0.9999999999999999,0.0,0.11818181818181818,0.25,0.5
0.7938276158858883,0.56955760871611,0.16666666666666669,0.3333333333333333,0.00909090909090909,0.25,0.0
0.4482478790114328,0.4806465574017409,0.0,0.0,0.17272727272727273,0.0,0.5
0.5840649206934785,0.4700901341662984,0.25,0.0,0.06363636363636363,0.25,0.5
0.8979712283290269,0.6152832922492166,0.0,0.3333333333333333,0.08181818181818182,0.25,0.0
0.4478052379195816,0.5400899459947652,0.16666666666666669,0.0,0.02727272727272727,0.0,0.0
0.6263863273084951,0.4692621794027332,0.16666666666666669,0.0,0.031818181818181815,0.25,0.5
0.7372187384728761,0.5440791825828342,0.08333333333333333,0.0,0.00909090909090909,0.25,0.5
0.7256608877412845,0.5238131080292874,0.16666666666666669,0.0,0.03636363636363636,0.25,0.0
0.3154801426288003,0.4172515665280514,0.0,0.3333333333333333,0.40909090909090906,0.0,0.0
0.5465879749169886,0.5493479856237116,0.08333333333333333,0.0,0.09090909090909091,0.0,0.0
0.6330013525144409,0.47056056300925775,0.9999999999999999,1.0,0.031818181818181815,0.25,0.5
0.4432312799704903,0.5024556385601215,0.16666666666666669,0.6666666666666667,0.05909090909090909,0.0,0.0
0.5629165129718388,0.4698455111679891,0.0,0.0,0.23636363636363636,0.25,0.0
0.8873478421246688,0.5968048472987846,0.0,0.0,0.08181818181818182,0.25,0.5
0.6702815689167494,0.4875524528159758,0.16666666666666669,0.3333333333333333,0.03636363636363636,0.25,0.0
0.5669248739702368,0.4491654592326597,0.3333333333333333,0.0,0.049999999999999996,0.25,0.5
0.6277388417558001,0.4606815573076517,0.9999999999999999,1.0,0.031818181818181815,0.25,0.5
0.7786548629042187,0.5533936736729288,0.0,0.3333333333333333,0.00909090909090909,0.25,0.0
0.6425181359891781,0.48250945561974845,0.08333333333333333,0.0,0.031818181818181815,0.25,0.5
0.5105373171031431,0.5647027830570153,0.16666666666666669,0.3333333333333333,0.05454545454545454,0.0,0.5
0.5343169802040961,0.5064072408407583,0.08333333333333333,0.0,0.08636363636363636,0.25,0.5
0.8799213082503314,0.6039177314039534,0.9999999999999999,1.0,0.08181818181818182,0.25,0.0
0.6336161318086653,0.4749261426716487,0.08333333333333333,0.0,0.031818181818181815,0.25,0.5
0.38534366162548395,0.5661328867395525,0.08333333333333333,0.3333333333333333,0.10909090909090909,0.0,0.0
0.3015369482355794,0.30551530775454694,0.0,0.0,0.42272727272727273,0.75,0.0
0.6493298905692768,0.6982293058351843,0.0,1.0,0.46818181818181814,0.5,0.0
0.6607156030984811,0.4945712511525642,0.16666666666666669,0.0,0.03636363636363636,0.25,0.5
0.5290052871019242,0.4725175469958458,0.08333333333333333,0.0,0.10454545454545454,0.25,0.5
0.4405016599041005,0.52294751895829,0.16666666666666669,0.0,0.013636363636363636,0.0,0.5
0.41259067994589316,0.5272378300058449,0.16666666666666669,0.0,0.1318181818181818,0.0,0.0
0.4900528710192873,0.4376681783113554,0.08333333333333333,1.0,0.19545454545454544,0.25,0.5
0.508029017582686,0.7779199518280677,0.08333333333333333,0.3333333333333333,0.5272727272727272,0.5,0.0
0.4319931144718936,0.6082833110663728,0.08333333333333333,0.0,0.02727272727272727,0.0,0.0
0.7008729865978154,0.5603372033946243,0.08333333333333333,1.0,0.01818181818181818,0.25,0.0
0.7858846674043889,0.5485764823212946,0.08333333333333333,0.6666666666666667,0.00909090909090909,0.25,0.0
0.6138448297061387,0.5840279999247286,0.0,1.0,0.11363636363636363,0.5,0.0
0.7064797737612167,0.5240953653350289,0.9999999999999999,1.0,0.03636363636363636,0.25,0.5
0.49349563506700633,0.5679393334964118,0.9999999999999999,0.6666666666666667,0.05454545454545454,0.0,0.0
0.5110291405385397,0.5408990836046144,0.08333333333333333,0.0,0.05454545454545454,0.0,0.5
0.6857740071314282,0.5046572455450473,0.9999999999999999,1.0,0.03636363636363636,0.25,0.0
0.4558465510881575,0.5786651111152992,0.16666666666666669,0.0,0.02727272727272727,0.0,0.0
0.33975162916512147,0.5556140978115707,0.0,0.3333333333333333,0.24545454545454545,0.0,0.0
0.5384237058895849,0.5406168262988444,0.08333333333333333,0.3333333333333333,0.09090909090909091,0.0,0.0
0.5615639985245195,0.49626479498712683,0.0,0.0,0.3090909090909091,0.25,1.0
0.31813598917986496,0.5411437066029521,0.16666666666666669,0.0,0.09999999999999999,0.0,0.0
0.4999877044141101,0.5275765387727347,0.3333333333333333,0.0,0.05454545454545454,0.0,0.0
0.6285011680806463,0.8463391227442969,0.16666666666666669,0.3333333333333333,0.16818181818181818,0.5,0.5
0.4405754334193972,0.47735355550119607,0.16666666666666669,0.0,0.17272727272727273,0.0,0.5
0.4637649083978772,0.6338934572756614,0.49999999999999994,0.0,0.09545454545454544,0.0,0.5
0.46224025574818484,0.5591705398641409,0.25,0.0,0.02727272727272727,0.0,0.0
0.6174105496126856,0.4697702425530963,0.0,0.0,0.031818181818181815,0.25,0.5
0.5857617115455582,0.474982594132797,0.9999999999999999,1.0,0.06363636363636363,0.25,0.5
0.5677117914668628,0.6885008373633354,0.3333333333333333,0.6666666666666667,0.36818181818181817,0.5,0.0
0.6621910734046281,0.49703629828954377,0.0,0.0,0.03636363636363636,0.25,0.5
0.6081396778556325,0.52550665186385,0.9999999999999999,1.0,0.004545454545454545,0.25,0.5
0.4038854051395475,0.5814124155580203,0.5833333333333333,0.0,0.06818181818181818,0.0,0.0
0.41138571252918155,0.6178424251547767,0.0,0.0,0.06818181818181818,0.0,0.0
0.4316242468953675,0.5011948892610576,0.3333333333333333,0.0,0.07272727272727272,0.0,0.5
0.5960654125169071,0.5004986545735051,0.9999999999999999,1.0,0.022727272727272728,0.25,0.5
0.445247756055565,0.5939258227800508,0.16666666666666669,0.0,0.02727272727272727,0.0,0.5
0.5642936185909235,0.4928212558568532,0.0,0.0,0.3090909090909091,0.25,0.5
0.6567564244436142,0.4976760815159196,0.9999999999999999,0.0,0.03636363636363636,0.25,0.5
0.4269519242591855,0.5328829761210443,0.0,0.0,0.06818181818181818,0.0,0.0
0.7942702569777396,0.5597538716293684,0.16666666666666669,0.0,0.00909090909090909,0.25,0.5
0.6034181728759336,0.4861599834409276,0.0,0.0,0.004545454545454545,0.25,0.0
0.5952047215049703,0.5077620759084027,0.08333333333333333,1.0,0.022727272727272728,0.25,0.5
0.7770564367392154,0.5660952524321203,0.16666666666666669,0.0,0.00909090909090909,0.25,0.0
0.5530062707487957,0.5381141448544611,0.49999999999999994,0.0,0.09090909090909091,0.0,0.5
0.3025451862781239,0.6541595318292082,0.08333333333333333,0.0,0.45454545454545453,0.0,0.5
0.41878765523176753,0.5264286923959958,0.16666666666666669,0.0,0.1318181818181818,0.0,0.5
0.6717816303946762,0.5008185461867072,0.08333333333333333,0.0,0.03636363636363636,0.25,0.0
0.7207918357309637,0.5822027360141533,0.16666666666666669,0.0,0.01818181818181818,0.25,0.5
0.3745235460469587,0.5490657283179416,0.08333333333333333,0.0,0.10909090909090909,0.0,0.0
0.20189352022623552,0.5431006905895401,0.25,0.0,0.3318181818181818,0.0,0.0
0.773195622771425,0.5458103607248574,0.49999999999999994,0.0,0.00909090909090909,0.25,0.0
0.84347719168818,0.5835199367743655,0.16666666666666669,0.0,0.13636363636363635,0.25,0.0
0.666691257838437,0.5591705398641409,0.0,0.0,0.12727272727272726,0.25,0.0
0.47133898930282214,0.5883747624334319,0.0,0.0,0.09545454545454544,0.0,0.0
0.4919955735890795,0.5411060722954915,0.3333333333333333,0.0,0.05454545454545454,0.0,0.0
0.5950571744743627,0.6703422840261055,0.0,1.0,0.37727272727272726,0.5,0.0
0.4593384974793935,0.636076247106871,0.0,0.6666666666666667,0.09545454545454544,0.0,0.0
0.4834132546415759,0.5974258133714727,0.08333333333333333,0.0,0.09545454545454544,0.0,0.0
0.45515799827860803,0.5666785841973478,0.0,0.0,0.02727272727272727,0.0,0.5
0.506528956104745,0.552170558681297,0.08333333333333333,0.0,0.05454545454545454,0.0,0.0
0.3769580720521333,0.8928551267335365,0.0,1.0,0.6909090909090909,0.5,0.0
0.46216648223287393,0.6132510396477358,0.08333333333333333,0.0,0.09545454545454544,0.0,0.0
0.4990286487150968,0.5428560675912308,0.16666666666666669,0.0,0.05454545454545454,0.0,0.5
0.7971474240747511,0.5618802099994298,0.0,0.0,0.00909090909090909,0.25,0.5
0.5031107832288058,0.5752780234461738,0.4166666666666667,0.3333333333333333,0.05454545454545454,0.0,0.0
0.5352760359031095,0.5022110155617838,0.0,0.3333333333333333,0.08636363636363636,0.25,0.0
0.562891921800059,0.4542272735826032,0.9999999999999999,0.3333333333333333,0.049999999999999996,0.25,0.5
0.38502397639246055,0.4785202190316511,0.3333333333333333,0.0,0.35909090909090907,0.0,0.5
0.7333579245050998,0.5531866849820233,0.08333333333333333,0.0,0.00909090909090909,0.25,0.5
0.504020656584288,0.5660199838172559,0.08333333333333333,0.0,0.05454545454545454,0.0,0.0
0.7884913316119508,0.6229418738121808,0.08333333333333333,0.0,0.32727272727272727,1.0,0.0
0.30724210008605723,0.5256007376324021,0.3333333333333333,0.0,0.09999999999999999,0.0,0.0
0.6671584901020395,0.49713038405809584,0.3333333333333333,0.0,0.03636363636363636,0.25,0.5
0.4215910488134682,0.5166249553092541,0.0,0.0,0.1318181818181818,0.0,0.0
0.7315381777941781,0.5506651863839238,0.16666666666666669,0.0,0.00909090909090909,0.25,0.5
0.5341940243452683,0.7308017989199129,0.0,0.0,0.39545454545454545,0.5,0.0
0.5761219722119648,0.5426490789003253,0.3333333333333333,0.0,0.11363636363636363,0.5,0.5
0.508029017582686,0.46459552528085624,0.16666666666666669,0.3333333333333333,0.04090909090909091,0.25,0.0
0.49189720890200306,0.45023803699453424,0.9999999999999999,1.0,0.19545454545454544,0.25,0.5
0.4418541743514055,0.6194042489132983,0.0,0.3333333333333333,0.09545454545454544,0.0,0.0
0.5988933972703734,0.486235252055792,0.16666666666666669,0.0,0.004545454545454545,0.25,0.0
0.5240378704045128,0.5488022881658878,0.08333333333333333,0.0,0.09090909090909091,0.0,0.5
0.730825033812863,0.5482189564006603,0.25,0.0,0.00909090909090909,0.25,0.0
0.7602606664207485,0.5408049978360339,0.3333333333333333,0.6666666666666667,0.00909090909090909,0.25,0.0
0.33372679208163447,0.47195303238430597,0.3333333333333333,1.0,0.5045454545454545,0.0,1.0
0.6896102299274389,0.5180362418380469,0.0,0.3333333333333333,0.03636363636363636,0.25,0.5
0.6958317963850931,0.49963306550253606,0.9999999999999999,0.6666666666666667,0.03636363636363636,0.25,0.5
0.5970736505594374,0.6411380614568145,0.0,0.6666666666666667,0.1409090909090909,0.5,0.0
0.5860322144350079,0.6144553374856514,0.0,0.0,0.17727272727272728,0.5,0.5
0.6291897208901958,0.714882486875041,0.0,0.0,0.46818181818181814,0.5,0.0
0.5065043649329937,0.5267109497017373,0.3333333333333333,0.0,0.05454545454545454,0.0,0.5
0.3825648592155346,0.5389985510791462,0.08333333333333333,0.0,0.10909090909090909,0.0,0.5
0.6775851469322447,0.5037728393203338,0.16666666666666669,0.0,0.03636363636363636,0.25,0.5
0.5868683142751792,0.4611519861505542,0.9999999999999999,0.3333333333333333,0.06363636363636363,0.25,0.5
0.7827369974179277,0.5665844984287673,0.25,0.3333333333333333,0.00909090909090909,0.25,0.0
0.4956842493544684,0.45055792860770794,0.9999999999999999,1.0,0.19545454545454544,0.25,0.5
0.667847042911589,0.5552377547372203,0.3333333333333333,0.3333333333333333,0.12727272727272726,0.25,0.0
0.4797983523914837,0.6374122650207994,0.16666666666666669,0.3333333333333333,0.19999999999999998,0.5,0.0
0.5487028156891682,0.45605253749317853,0.25,0.0,0.23636363636363636,0.25,0.5
0.5230050411902027,0.46499068550892275,0.3333333333333333,0.3333333333333333,0.2409090909090909,0.25,0.0
0.5753104635435875,0.4521009352125418,0.16666666666666669,0.0,0.049999999999999996,0.25,0.5
0.6095167834747173,0.47347722183542373,0.0,0.0,0.031818181818181815,0.25,0.5
0.8729374154678453,0.5964661385318664,0.0,0.0,0.08181818181818182,0.25,0.0
0.4420017213820131,0.46519767419979985,0.16666666666666669,0.0,0.16363636363636364,0.0,0.5
0.6221812369359299,0.483883107841109,0.9999999999999999,1.0,0.3227272727272727,0.25,0.5
0.43737858108937644,0.5894285230416187,0.16666666666666669,0.0,0.02727272727272727,0.0,0.5
0.5801549243821427,0.6245789661855952,0.0,0.0,0.17727272727272728,0.5,1.0
0.589720890200411,0.571796850008468,0.25,0.0,0.11363636363636363,0.5,0.5
